OutcomeType;AnimalType;SexuponOutcome;Sex;Intact;AgeNumber;AgeType;AgeTypeNormalized;AgeInYears;Breed;Mix;Color
Return_to_owner;Cat;Neutered Male;Male;Non-intact;4;years;year;4;Manx Mix;TRUE;Cream Tabby
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Black
Return_to_owner;Dog;Intact Female;Female;Intact;8;months;month;0.666666667;Yorkshire Terrier Mix;TRUE;Brown
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Papillon;FALSE;Tan
Return_to_owner;Dog;Intact Male;Male;Intact;2;years;year;2;Pit Bull Mix;TRUE;Tan
Adoption;Dog;Spayed Female;Female;Non-intact;6;months;month;0.5;Australian Cattle Dog/Alaskan Husky;FALSE;Yellow
Return_to_owner;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Golden Retriever/Pit Bull;FALSE;Yellow
Transfer;Dog;Intact Female;Female;Intact;2;years;year;2;Catahoula Mix;TRUE;Brown Merle/White
Transfer;Cat;Intact Male;Male;Intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Blue Tabby/White
Transfer;Cat;Intact Female;Female;Intact;1;weeks;week;0.019230769;Domestic Shorthair Mix;TRUE;Blue Tabby
Transfer;Cat;Intact Male;Male;Intact;4;years;year;4;Siamese Mix;TRUE;Seal Point
Transfer;Dog;Intact Female;Female;Intact;4;months;month;0.333333333;Beagle/Standard Poodle;FALSE;Black/White
Adoption;Cat;Neutered Male;Male;Non-intact;14;years;year;14;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Cream Tabby
Transfer;Dog;Intact Female;Female;Intact;1;month;month;0.083333333;Border Collie/Labrador Retriever;FALSE;Black/White
Transfer;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Domestic Medium Hair;FALSE;Black Tabby/White
Adoption;Cat;Intact Male;Male;Intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;8;years;year;8;Chihuahua Shorthair/Dachshund;FALSE;Black/Tan
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Australian Cattle Dog Mix;TRUE;Black/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Miniature Pinscher Mix;TRUE;Black/Brown
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Mastiff Mix;TRUE;Tan/Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Labrador Retriever Mix;TRUE;Chocolate
Return_to_owner;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Rottweiler Mix;TRUE;Black/Tan
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Rat Terrier Mix;TRUE;White/Tan
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Labrador Retriever Mix;TRUE;White/Tan
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;German Shepherd Mix;TRUE;White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Blue
Adoption;Cat;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Domestic Longhair Mix;TRUE;Black/White
Adoption;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Blue
Transfer;Cat;Unknown;Unknown;Unknown;1;year;year;1;Domestic Shorthair Mix;TRUE;Blue Cream/Buff
Adoption;Cat;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Domestic Shorthair Mix;TRUE;Orange Tabby
Transfer;Dog;Intact Female;Female;Intact;5;months;month;0.416666667;Chihuahua Shorthair Mix;TRUE;Fawn/White
Adoption;Dog;Neutered Male;Male;Non-intact;10;years;year;10;Chihuahua Shorthair Mix;TRUE;Tan/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Siberian Husky Mix;TRUE;Gray/Brown
Return_to_owner;Dog;Intact Male;Male;Intact;2;years;year;2;Pit Bull Mix;TRUE;Blue/White
Transfer;Cat;Intact Female;Female;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Torbie
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Black
Euthanasia;Cat;Intact Female;Female;Intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Beagle/German Shepherd;FALSE;Brown/Black
Transfer;Dog;Neutered Male;Male;Non-intact;10;years;year;10;Pug;FALSE;Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Miniature Poodle Mix;TRUE;Black
Transfer;Dog;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Maltese/Miniature Poodle;FALSE;White/Buff
Adoption;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Pit Bull Mix;TRUE;Black/White
Transfer;Cat;Intact Male;Male;Intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Orange Tabby/White
Adoption;Cat;Spayed Female;Female;Non-intact;3;years;year;3;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Dog;Intact Male;Male;Intact;3;months;month;0.25;Irish Terrier Mix;TRUE;Red
Transfer;Cat;Intact Female;Female;Intact;1;weeks;week;0.019230769;Domestic Shorthair Mix;TRUE;Calico
Transfer;Dog;Intact Male;Male;Intact;1;weeks;week;0.019230769;Australian Cattle Dog Mix;TRUE;Cream/White
Adoption;Cat;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Snowshoe Mix;TRUE;Lynx Point
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Miniature Schnauzer/Lhasa Apso;FALSE;Tan
Transfer;Cat;Unknown;Unknown;Unknown;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;Blue Tabby
Euthanasia;Dog;Intact Male;Male;Intact;3;years;year;3;Pit Bull Mix;TRUE;Blue/White
Return_to_owner;Dog;Intact Female;Female;Intact;8;years;year;8;Yorkshire Terrier;FALSE;Black/Red
Transfer;Dog;Intact Female;Female;Intact;2;years;year;2;Chow Chow/Labrador Retriever;FALSE;Red
Adoption;Cat;Spayed Female;Female;Non-intact;7;months;month;0.583333333;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Balinese Mix;TRUE;Flame Point
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Brown/White
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Chow Chow Mix;TRUE;Red
Euthanasia;Dog;Intact Male;Male;Intact;8;years;year;8;Pit Bull Mix;TRUE;White/Brown
Return_to_owner;Cat;Unknown;Unknown;Unknown;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Dog;Intact Male;Male;Intact;1;month;month;0.083333333;German Shepherd Mix;TRUE;Black/Brown
Transfer;Cat;Intact Male;Male;Intact;3;days;day;0.008213552;Domestic Shorthair Mix;TRUE;Black
Transfer;Cat;Intact Female;Female;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;8;years;year;8;Australian Cattle Dog Mix;TRUE;White/Black
Transfer;Cat;Intact Female;Female;Intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Calico
Euthanasia;Dog;Intact Female;Female;Intact;2;years;year;2;Pit Bull Mix;TRUE;Brown Brindle
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Staffordshire Mix;TRUE;Blue/White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Chihuahua Shorthair/Jack Russell Terrier;FALSE;Chocolate/White
Return_to_owner;Cat;Neutered Male;Male;Non-intact;4;years;year;4;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Spayed Female;Female;Non-intact;5;months;month;0.416666667;Golden Retriever/Labrador Retriever;FALSE;Red
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Chinese Sharpei Mix;TRUE;Tan/White
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Shih Tzu Mix;TRUE;White
Transfer;Cat;Spayed Female;Female;Non-intact;3;years;year;3;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Labrador Retriever/German Shepherd;FALSE;Tan/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;7;years;year;7;Rat Terrier/Chihuahua Shorthair;FALSE;White
Transfer;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Pit Bull Mix;TRUE;Tricolor
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pomeranian Mix;TRUE;Buff
Adoption;Dog;Spayed Female;Female;Non-intact;1;month;month;0.083333333;Australian Cattle Dog Mix;TRUE;Tricolor
Return_to_owner;Dog;Neutered Male;Male;Non-intact;7;years;year;7;Miniature Schnauzer Mix;TRUE;White
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Calico
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Torbie
Adoption;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Miniature Schnauzer Mix;TRUE;White
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Norfolk Terrier Mix;TRUE;White/Red
Transfer;Dog;Neutered Male;Male;Non-intact;3;months;month;0.25;Canaan Dog/Redbone Hound;FALSE;Brown/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;11;years;year;11;Toy Poodle Mix;TRUE;White
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Labrador Retriever Mix;TRUE;Tan
Adoption;Dog;Spayed Female;Female;Non-intact;3;months;month;0.25;Australian Cattle Dog Mix;TRUE;Brown Merle/White
Euthanasia;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Pit Bull/English Bulldog;FALSE;Red/White
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;White/Black
Transfer;Dog;Spayed Female;Female;Non-intact;10;months;month;0.833333333;Rat Terrier Mix;TRUE;Tricolor
Transfer;Cat;Intact Female;Female;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Brown Tabby
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;American Bulldog Mix;TRUE;White/Brown Brindle
Adoption;Dog;Spayed Female;Female;Non-intact;10;months;month;0.833333333;Pug Mix;TRUE;Sable
Transfer;Dog;Intact Male;Male;Intact;3;years;year;3;Chihuahua Shorthair Mix;TRUE;Black/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chihuahua Shorthair/Italian Greyhound;FALSE;White/Black
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pomeranian Mix;TRUE;Buff
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Chihuahua Shorthair Mix;TRUE;White/Black
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Australian Shepherd Mix;TRUE;Brown Brindle/White
Transfer;Cat;Neutered Male;Male;Non-intact;8;months;month;0.666666667;Domestic Shorthair Mix;TRUE;Orange Tabby
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;German Shepherd Mix;TRUE;Tricolor
Adoption;Dog;Neutered Male;Male;Non-intact;6;months;month;0.5;Jack Russell Terrier Mix;TRUE;White/Brown
Adoption;Cat;Spayed Female;Female;Non-intact;5;months;month;0.416666667;Domestic Medium Hair Mix;TRUE;Brown Tabby/White
Transfer;Cat;Spayed Female;Female;Non-intact;13;years;year;13;Domestic Shorthair Mix;TRUE;Cream Tabby
Adoption;Cat;Neutered Male;Male;Non-intact;1;year;year;1;Domestic Shorthair Mix;TRUE;White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Harrier Mix;TRUE;Black/Tricolor
Transfer;Cat;Unknown;Unknown;Unknown;2;years;year;2;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Chihuahua Shorthair Mix;TRUE;Tan/White
Transfer;Dog;Neutered Male;Male;Non-intact;8;years;year;8;Boxer Mix;TRUE;Brown/White
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Blue/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;months;month;0.25;Chihuahua Shorthair Mix;TRUE;Yellow
Died;Cat;Unknown;Unknown;Unknown;5;days;day;0.013689254;Domestic Shorthair Mix;TRUE;Black
Transfer;Dog;Intact Male;Male;Intact;1;year;year;1;Pit Bull Mix;TRUE;Black/White
Transfer;Cat;Neutered Male;Male;Non-intact;5;years;year;5;Domestic Shorthair Mix;TRUE;Lynx Point
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Chihuahua Shorthair Mix;TRUE;Buff
Return_to_owner;Dog;Intact Female;Female;Intact;8;months;month;0.666666667;German Shepherd Mix;TRUE;Black/Brown
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;American Bulldog Mix;TRUE;White/Brown
Return_to_owner;Dog;Intact Female;Female;Intact;8;years;year;8;German Shepherd/Greyhound;FALSE;Brown Brindle
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Medium Hair Mix;TRUE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;10;months;month;0.833333333;American Bulldog Mix;TRUE;White/Brown
Transfer;Cat;Intact Female;Female;Intact;4;months;month;0.333333333;Domestic Medium Hair Mix;TRUE;Calico
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Maine Coon Mix;TRUE;Brown Tabby
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Yellow Brindle
Adoption;Cat;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Domestic Medium Hair Mix;TRUE;Blue Tabby/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Labrador Retriever Mix;TRUE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;5;months;month;0.416666667;Pug Mix;TRUE;Buff
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Anatol Shepherd Mix;TRUE;Brown/White
Adoption;Cat;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Domestic Shorthair Mix;TRUE;Brown Tabby
Transfer;Cat;Unknown;Unknown;Unknown;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Black
Transfer;Cat;Spayed Female;Female;Non-intact;5;months;month;0.416666667;Domestic Shorthair Mix;TRUE;Torbie
Adoption;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Yorkshire Terrier Mix;TRUE;Black/Brown
Transfer;Cat;Spayed Female;Female;Non-intact;2;years;year;2;British Shorthair Mix;TRUE;Silver Tabby
Adoption;Cat;Neutered Male;Male;Non-intact;7;months;month;0.583333333;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Pit Bull Mix;TRUE;White
Transfer;Cat;Intact Male;Male;Intact;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Blue Tabby
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Medium Hair Mix;TRUE;Black
Return_to_owner;Dog;Neutered Male;Male;Non-intact;10;years;year;10;Chihuahua Shorthair/Miniature Pinscher;FALSE;Tricolor
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Dachshund/German Pinscher;FALSE;Red/Black
Transfer;Dog;Neutered Male;Male;Non-intact;9;years;year;9;Chihuahua Shorthair Mix;TRUE;White/Black
Transfer;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Black
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Rat Terrier Mix;TRUE;Black/White
Adoption;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Chihuahua Shorthair/Yorkshire Terrier;FALSE;White/Tan
Transfer;Cat;Intact Female;Female;Intact;1;weeks;week;0.019230769;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Adoption;Dog;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Chihuahua Shorthair Mix;TRUE;Chocolate
Transfer;Cat;Intact Male;Male;Intact;3;years;year;3;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Dog;Spayed Female;Female;Non-intact;10;years;year;10;Chihuahua Shorthair Mix;TRUE;Black/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Yorkshire Terrier Mix;TRUE;Tan/Black
Transfer;Cat;Unknown;Unknown;Unknown;3;weeks;week;0.057692308;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Pointer Mix;TRUE;White/Tan
Transfer;Cat;Intact Male;Male;Intact;2;days;day;0.005475702;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Dog;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Yorkshire Terrier Mix;TRUE;Sable
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Belgian Malinois Mix;TRUE;Tan/Black
Transfer;Cat;Neutered Male;Male;Non-intact;4;years;year;4;Norwegian Forest Cat Mix;TRUE;Brown Tabby
Return_to_owner;Dog;Spayed Female;Female;Non-intact;14;years;year;14;Labrador Retriever Mix;TRUE;Cream
Transfer;Cat;Neutered Male;Male;Non-intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Chihuahua Longhair Mix;TRUE;Tan
Transfer;Cat;Intact Male;Male;Intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Beagle Mix;TRUE;White/Tan
Return_to_owner;Dog;Spayed Female;Female;Non-intact;10;years;year;10;Jack Russell Terrier Mix;TRUE;White/Black
Transfer;Cat;Intact Female;Female;Intact;2;years;year;2;Domestic Shorthair Mix;TRUE;Torbie/White
Transfer;Cat;Intact Female;Female;Intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Brown Tabby
Adoption;Dog;Neutered Male;Male;Non-intact;7;months;month;0.583333333;Border Collie/Labrador Retriever;FALSE;Black/White
Adoption;Cat;Neutered Male;Male;Non-intact;7;years;year;7;Domestic Longhair Mix;TRUE;White/Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Red/White
Adoption;Cat;Spayed Female;Female;Non-intact;3;years;year;3;Siamese Mix;TRUE;White/Black
Transfer;Cat;Spayed Female;Female;Non-intact;5;years;year;5;Domestic Shorthair Mix;TRUE;White
Transfer;Cat;Neutered Male;Male;Non-intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Euthanasia;Dog;Neutered Male;Male;Non-intact;7;years;year;7;Rottweiler/Labrador Retriever;FALSE;Black/Tan
Transfer;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Black/White
Adoption;Cat;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Siamese/Japanese Bobtail;FALSE;Seal Point
Transfer;Cat;Unknown;Unknown;Unknown;2;weeks;week;0.038461538;Domestic Shorthair Mix;TRUE;Brown Tabby/White
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Australian Kelpie Mix;TRUE;Brown/White
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair Mix;TRUE;Brown Tabby
Return_to_owner;Dog;Neutered Male;Male;Non-intact;12;years;year;12;Beagle;FALSE;Tricolor
Return_to_owner;Dog;Neutered Male;Male;Non-intact;10;months;month;0.833333333;Australian Cattle Dog Mix;TRUE;Black/Tan
Transfer;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Shorthair Mix;TRUE;Black/White
Transfer;Dog;Spayed Female;Female;Non-intact;13;years;year;13;Rat Terrier Mix;TRUE;White/Black
Transfer;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Cairn Terrier Mix;TRUE;Tan
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Flat Coat Retriever/Australian Cattle Dog;FALSE;Black/Brown
Transfer;Dog;Intact Male;Male;Intact;3;years;year;3;Pit Bull Mix;TRUE;Tan/White
Euthanasia;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Labrador Retriever/Boxer;FALSE;Brown/White
Transfer;Cat;Unknown;Unknown;Unknown;2;days;day;0.005475702;Domestic Shorthair Mix;TRUE;Black
Transfer;Cat;Intact Male;Male;Intact;4;weeks;week;0.076923077;Domestic Shorthair Mix;TRUE;Black Tabby
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Boxer Mix;TRUE;Fawn/White
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Border Collie Mix;TRUE;Black/White
Return_to_owner;Dog;Intact Female;Female;Intact;7;years;year;7;Chihuahua Longhair Mix;TRUE;Brown
Return_to_owner;Dog;Spayed Female;Female;Non-intact;14;years;year;14;Miniature Pinscher Mix;TRUE;Black/Brown
Return_to_owner;Dog;Intact Female;Female;Intact;1;year;year;1;Chihuahua Longhair Mix;TRUE;Brown/White
Transfer;Dog;Intact Male;Male;Intact;7;years;year;7;Labrador Retriever Mix;TRUE;Black Brindle/Brown
Return_to_owner;Dog;Neutered Male;Male;Non-intact;7;years;year;7;Boxer Mix;TRUE;Fawn/White
Transfer;Cat;Intact Male;Male;Intact;1;year;year;1;Domestic Shorthair Mix;TRUE;Cream Tabby
Transfer;Dog;Intact Male;Male;Intact;2;years;year;2;Shih Tzu Mix;TRUE;White/Cream
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chihuahua Shorthair/Dachshund;FALSE;Brown/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Tan
Return_to_owner;Cat;Neutered Male;Male;Non-intact;8;years;year;8;Siamese Mix;TRUE;Lynx Point
Adoption;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Medium Hair Mix;TRUE;Black
Return_to_owner;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Chihuahua Shorthair Mix;TRUE;White/Tan
Adoption;Dog;Neutered Male;Male;Non-intact;7;years;year;7;Maltese;FALSE;White
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair Mix;TRUE;Torbie
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Miniature Schnauzer Mix;TRUE;Black/White
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Field Spaniel Mix;TRUE;Black/Brown
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Pit Bull Mix;TRUE;Chocolate/White
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Labrador Retriever Mix;TRUE;Black
Transfer;Cat;Unknown;Unknown;Unknown;1;week;week;0.019230769;Domestic Shorthair Mix;TRUE;Blue Tabby
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Affenpinscher Mix;TRUE;Gray/Black
