OutcomeType;AnimalType;SexuponOutcome;Sex;Intact;AgeNumber;AgeType;AgeTypeNormalized;AgeInYears;Breed 1;Breed 2;Mix;Primary Color;ColorAddition1;Secondary Color;ColorAddition2
Adoption;Dog;Spayed Female;Female;Non-intact;11;months;month;0.916666667;Chihuahua Shorthair;Dachshund;FALSE;Tricolor;;;
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Chihuahua Shorthair ;;TRUE;Tan;;White;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Standard Schnauzer ;;TRUE;Silver;;;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Pug;;FALSE;Black;Brindle;White;
Transfer;Dog;Intact Female;Female;Intact;1;month;month;0.083333333;Chihuahua Shorthair ;;TRUE;Tricolor;;;
Adoption;Dog;Spayed Female;Female;Non-intact;1;month;month;0.083333333;Border Collie ;;TRUE;Sable;;White;
Euthanasia;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Pit Bull ;;TRUE;Brown;;White;
Transfer;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Shorthair ;;TRUE;Black;;White;
Transfer;Cat;Intact Female;Female;Intact;3;weeks;week;0.057692308;Domestic Shorthair ;;TRUE;Calico;;;
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Chihuahua Shorthair ;;TRUE;Buff;;White;
Transfer;Dog;Intact Male;Male;Intact;12;years;year;12;American Eskimo ;;TRUE;White;;;
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Chihuahua Shorthair ;;TRUE;Brown;;White;
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Medium Hair ;;TRUE;Black;;White;
Euthanasia;Cat;Spayed Female;Female;Non-intact;8;years;year;8;Domestic Longhair ;;TRUE;Black;;White;
Transfer;Dog;Intact Female;Female;Intact;1;year;year;1;Pit Bull ;;TRUE;Tan;;White;
Return_to_owner;Dog;Intact Male;Male;Intact;2;years;year;2;Chihuahua Shorthair ;;TRUE;Brown;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Chihuahua Shorthair ;;TRUE;Tan;;;
Euthanasia;Cat;Unknown;Unknown;Unknown;2;weeks;week;0.038461538;Domestic Shorthair ;;TRUE;Black;;White;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Pit Bull ;;TRUE;Brown;;White;
Transfer;Dog;Unknown;Unknown;Unknown;6;days;day;0.016427105;Chihuahua Shorthair;Pit Bull;FALSE;Brown;;;
Transfer;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Australian Cattle Dog ;;TRUE;Black;;White;
Transfer;Dog;Intact Female;Female;Intact;4;weeks;week;0.076923077;Chow Chow ;;TRUE;Gold;;Black;
Euthanasia;Cat;Unknown;Unknown;Unknown;2;days;day;0.005475702;Domestic Shorthair ;;TRUE;Black;;;
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;American Staffordshire Terrier ;;TRUE;Black;Brindle;White;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chihuahua Shorthair ;;TRUE;White;;Brown;
Adoption;Dog;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Pit Bull ;;TRUE;White;;Black;
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Cream;Tabby;;
Adoption;Cat;Spayed Female;Female;Non-intact;1;year;year;1;Russian Blue ;;TRUE;Blue;;White;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Miniature Schnauzer ;;TRUE;Silver;;White;
Euthanasia;Cat;Intact Male;Male;Intact;4;weeks;week;0.076923077;Domestic Shorthair ;;TRUE;Blue;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;14;years;year;14;German Shepherd;;FALSE;Sable;;;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;12;years;year;12;Jack Russell Terrier ;;TRUE;White;;Orange;
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Carolina Dog ;;TRUE;Tan;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Chihuahua Shorthair ;;TRUE;Chocolate;;White;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Dachshund ;;TRUE;Black;;Tan;
Adoption;Cat;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Domestic Shorthair;;FALSE;Black;;White;
Adoption;Cat;Spayed Female;Female;Non-intact;7;months;month;0.583333333;Domestic Longhair ;;TRUE;Black;;;
Transfer;Cat;Neutered Male;Male;Non-intact;8;years;year;8;Domestic Medium Hair ;;TRUE;Brown;Tabby;;
Adoption;Dog;Neutered Male;Male;Non-intact;3;months;month;0.25;Labrador Retriever;Catahoula;FALSE;Buff;;;
Adoption;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Rat Terrier ;;TRUE;White;;Brown;
Adoption;Cat;Neutered Male;Male;Non-intact;8;months;month;0.666666667;Domestic Shorthair ;;TRUE;Orange;Tabby;;
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Torbie;;White;
Adoption;Cat;Spayed Female;Female;Non-intact;6;years;year;6;Domestic Shorthair ;;TRUE;Calico;;;
Adoption;Dog;Spayed Female;Female;Non-intact;5;months;month;0.416666667;Chow Chow ;;TRUE;Red;;Black;
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Black Mouth Cur ;;TRUE;Brown;;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Pit Bull;Boxer;FALSE;Fawn;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Yorkshire Terrier ;;TRUE;Brown;;Black;
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Australian Cattle Dog ;;TRUE;Brown;Brindle;White;
Adoption;Dog;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Pug ;;TRUE;Brown;;;
Adoption;Cat;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Domestic Medium Hair;;FALSE;Brown;Tabby;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Great Dane;;FALSE;Black;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;American Staffordshire Terrier ;;TRUE;White;;;
Transfer;Cat;Spayed Female;Female;Non-intact;2;years;year;2;Domestic Shorthair ;;TRUE;Tortie;;;
Transfer;Dog;Intact Female;Female;Intact;5;months;month;0.416666667;Chinese Sharpei;Labrador Retriever;FALSE;Black;;White;
Transfer;Dog;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Siberian Husky;German Shepherd;FALSE;Tricolor;;;
Transfer;Cat;Unknown;Unknown;Unknown;2;weeks;week;0.038461538;Domestic Medium Hair ;;TRUE;Brown;Tabby;;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Labrador Retriever;German Shepherd;FALSE;Tricolor;;;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Pit Bull ;;TRUE;Brown;Brindle;White;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;German Shepherd ;;TRUE;Brown;;Black;
Euthanasia;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Transfer;Dog;Intact Female;Female;Intact;1;month;month;0.083333333;Chihuahua Shorthair ;;TRUE;Brown;;;
Euthanasia;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chesa Bay Retr ;;TRUE;Red;;White;
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Black;;;
Transfer;Cat;Intact Female;Female;Intact;4;weeks;week;0.076923077;Domestic Shorthair ;;TRUE;Calico;;;
Adoption;Dog;Neutered Male;Male;Non-intact;5;years;year;5;German Shepherd;;FALSE;Black;;Brown;
Transfer;Cat;Intact Male;Male;Intact;8;years;year;8;Domestic Shorthair ;;TRUE;Black;;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Black Mouth Cur ;;TRUE;Yellow;Brindle;;
Transfer;Dog;Intact Male;Male;Intact;10;months;month;0.833333333;Chihuahua Shorthair ;;TRUE;Red;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;7;years;year;7;Labrador Retriever ;;TRUE;Black;;White;
Transfer;Cat;Intact Male;Male;Intact;2;weeks;week;0.038461538;Domestic Shorthair ;;TRUE;Black;;;
Adoption;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Belgian Sheepdog ;;TRUE;Sable;;;
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Cream;Tabby;;
Adoption;Cat;Intact Male;Male;Intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Brown;Tabby;White;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;10;years;year;10;Australian Cattle Dog ;;TRUE;Tricolor;;White;
Transfer;Cat;Intact Female;Female;Intact;1;month;month;0.083333333;Domestic Shorthair ;;TRUE;Black;;;
Adoption;Dog;Spayed Female;Female;Non-intact;6;months;month;0.5;Chow Chow;German Shepherd;FALSE;Black;;;
Transfer;Cat;Intact Male;Male;Intact;6;days;day;0.016427105;Domestic Shorthair ;;TRUE;Black;;White;
Transfer;Cat;Unknown;Unknown;Unknown;2;days;day;0.005475702;Domestic Shorthair ;;TRUE;Blue;Tabby;;
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Rat Terrier ;;TRUE;White;;Brown;
Transfer;Cat;Intact Male;Male;Intact;1;week;week;0.019230769;Domestic Shorthair ;;TRUE;Orange;Tabby;;
Transfer;Cat;Intact Female;Female;Intact;1;weeks;week;0.019230769;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Return_to_owner;Cat;Neutered Male;Male;Non-intact;2;years;year;2;Siamese ;;TRUE;Flame Point;;;
Adoption;Cat;Neutered Male;Male;Non-intact;6;months;month;0.5;Siamese ;;TRUE;Lynx Point;;;
Euthanasia;Dog;Intact Female;Female;Intact;3;years;year;3;Labrador Retriever ;;TRUE;Black;;;
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Labrador Retriever;Spanish Water Dog;FALSE;Black;;White;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Staffordshire ;;TRUE;Black;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Dachshund;Chihuahua Shorthair;FALSE;White;;Tan;
Transfer;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Labrador Retriever ;;TRUE;Black;;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Miniature Schnauzer ;;TRUE;Black;;;
Adoption;Dog;Neutered Male;Male;Non-intact;1;month;month;0.083333333;Dachshund ;;TRUE;Sable;;White;
Transfer;Cat;Intact Male;Male;Intact;3;days;day;0.008213552;Domestic Shorthair ;;TRUE;Blue;;White;
Transfer;Dog;Intact Male;Male;Intact;9;months;month;0.75;Dachshund;Australian Cattle Dog;FALSE;Chocolate;;Brown;Merle
Euthanasia;Cat;Intact Female;Female;Intact;5;years;year;5;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Brown;Tabby;White;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;2;years;year;2;Chihuahua Shorthair ;;TRUE;Brown;;;
Adoption;Dog;Spayed Female;Female;Non-intact;6;years;year;6;Border Collie;Parson Russell Terrier;FALSE;Brown;Brindle;White;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;8;years;year;8;Miniature Poodle ;;TRUE;Cream;;Black;
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Chihuahua Shorthair ;;TRUE;Tan;;;
Transfer;Dog;Intact Female;Female;Intact;5;months;month;0.416666667;Labrador Retriever;Great Pyrenees;FALSE;Tan;;White;
Transfer;Dog;Intact Male;Male;Intact;1;year;year;1;Chihuahua Shorthair ;;TRUE;White;;;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;8;years;year;8;German Shepherd;;FALSE;Brown;;Black;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;8;years;year;8;Pit Bull;Labrador Retriever;FALSE;Red;;Black;
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Blue;;;
Transfer;Cat;Intact Female;Female;Intact;6;years;year;6;Manx ;;TRUE;Brown;Tabby;;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Labrador Retriever ;;TRUE;Chocolate;;;
Return_to_owner;Dog;Intact Female;Female;Intact;3;years;year;3;Boxer ;;TRUE;Red;;;
Transfer;Cat;Intact Female;Female;Intact;2;weeks;week;0.038461538;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;months;month;0.25;Siberian Husky ;;TRUE;Cream;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;13;years;year;13;Jack Russell Terrier ;;TRUE;White;;Brown;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;11;months;month;0.916666667;Pit Bull ;;TRUE;White;;Brown;Brindle
Adoption;Dog;Neutered Male;Male;Non-intact;9;months;month;0.75;Pit Bull ;;TRUE;Tan;;White;
Adoption;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Black;;White;
Transfer;Cat;Intact Male;Male;Intact;4;months;month;0.333333333;Domestic Shorthair ;;TRUE;Blue;Tabby;;
Adoption;Cat;Spayed Female;Female;Non-intact;2;years;year;2;Siamese ;;TRUE;Lynx Point;;;
Transfer;Cat;Unknown;Unknown;Unknown;0;years;year;0;Domestic Shorthair ;;TRUE;Blue;Tabby;;
Adoption;Dog;Spayed Female;Female;Non-intact;8;years;year;8;Doberman Pinsch ;;TRUE;Red;;Tan;
Transfer;Dog;Intact Male;Male;Intact;2;months;month;0.166666667;Weimaraner ;;TRUE;Fawn;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Miniature Poodle ;;TRUE;White;;;
Transfer;Cat;Spayed Female;Female;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Blue;;White;
Transfer;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Staffordshire ;;TRUE;Blue;;White;
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Orange;Tabby;;
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;German Shepherd ;;TRUE;Black;;Brown;
Transfer;Dog;Spayed Female;Female;Non-intact;3;years;year;3;Beagle;Pit Bull;FALSE;Brown;Brindle;White;
Euthanasia;Dog;Spayed Female;Female;Non-intact;8;years;year;8;German Shepherd ;;TRUE;Brown;;Black;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;9;years;year;9;Chow Chow ;;TRUE;Tan;;White;
Transfer;Cat;Intact Female;Female;Intact;1;week;week;0.019230769;Siamese ;;TRUE;Lynx Point;;;
Transfer;Dog;Spayed Female;Female;Non-intact;9;months;month;0.75;Pbgv;;FALSE;White;;Blue;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;4;years;year;4;Labrador Retriever;Australian Cattle Dog;FALSE;Black;;White;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Pit Bull ;;TRUE;Blue;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Pointer ;;TRUE;White;;Black;
Adoption;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Pit Bull ;;TRUE;Black;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;1;month;month;0.083333333;Labrador Retriever ;;TRUE;Black;;;
Transfer;Cat;Intact Male;Male;Intact;2;weeks;week;0.038461538;Domestic Shorthair ;;TRUE;Blue;;White;
Transfer;Cat;Unknown;Unknown;Unknown;2;years;year;2;Domestic Shorthair ;;TRUE;Lynx Point;;;
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Adoption;Cat;Neutered Male;Male;Non-intact;12;years;year;12;Siamese ;;TRUE;Chocolate;Point;;
Died;Cat;Unknown;Unknown;Unknown;5;days;day;0.013689254;Domestic Shorthair ;;TRUE;Black;;;
Transfer;Dog;Intact Male;Male;Intact;2;weeks;week;0.038461538;Anatol Shepherd ;;TRUE;Black;;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Pit Bull ;;TRUE;Black;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Chihuahua Shorthair;;FALSE;Tan;;;
Transfer;Dog;Neutered Male;Male;Non-intact;3;years;year;3;Miniature Pinscher ;;TRUE;Red;;;
Transfer;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Labrador Retriever;;FALSE;Chocolate;;;
Adoption;Dog;Neutered Male;Male;Non-intact;8;months;month;0.666666667;Akita;;FALSE;Sable;;White;
Transfer;Cat;Intact Female;Female;Intact;1;year;year;1;Domestic Medium Hair ;;TRUE;Torbie;;;
Transfer;Dog;Intact Male;Male;Intact;4;years;year;4;Pit Bull ;;TRUE;Black;;White;
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Black;;;
Transfer;Dog;Spayed Female;Female;Non-intact;8;years;year;8;Australian Cattle Dog ;;TRUE;White;;Blue;Tick
Adoption;Cat;Spayed Female;Female;Non-intact;9;years;year;9;Domestic Shorthair ;;TRUE;Black;;White;
Transfer;Dog;Intact Female;Female;Intact;1;month;month;0.083333333;Bernese Mountain Dog ;;TRUE;Tricolor;;;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Labrador Retriever ;;TRUE;Yellow;;;
Adoption;Dog;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Chihuahua Shorthair ;;TRUE;White;;Brown;
Euthanasia;Dog;Spayed Female;Female;Non-intact;8;years;year;8;Shih Tzu ;;TRUE;White;;Gray;
Euthanasia;Cat;Intact Female;Female;Intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Brown;Tabby;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Bearded Collie ;;TRUE;Buff;;;
Transfer;Cat;Unknown;Unknown;Unknown;3;weeks;week;0.057692308;Domestic Shorthair ;;TRUE;Tortie;;;
Transfer;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Labrador Retriever;Australian Shepherd;FALSE;Blue;Tick;Black;
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Alaskan Husky ;;TRUE;Black;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;6;months;month;0.5;Pointer;Brittany;FALSE;White;;Brown;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;15;years;year;15;Shetland Sheepdog ;;TRUE;Brown;;Tricolor;
Euthanasia;Dog;Intact Female;Female;Intact;2;years;year;2;American Bulldog ;;TRUE;White;;Brown;Brindle
Adoption;Cat;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Domestic Shorthair ;;TRUE;Agouti;;Brown;Tabby
Euthanasia;Dog;Spayed Female;Female;Non-intact;10;years;year;10;Chihuahua Shorthair ;;TRUE;Tan;;White;
Transfer;Dog;Intact Female;Female;Intact;2;months;month;0.166666667;Pit Bull ;;TRUE;Sable;;;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;11;months;month;0.916666667;Black Mouth Cur ;;TRUE;Brown;;;
Transfer;Dog;Intact Male;Male;Intact;2;months;month;0.166666667;Jack Russell Terrier ;;TRUE;Tricolor;;;
Transfer;Dog;Intact Female;Female;Intact;1;year;year;1;Papillon ;;TRUE;Black;;White;
Transfer;Cat;Intact Female;Female;Intact;2;years;year;2;Siamese ;;TRUE;Lilac Point;;;
Adoption;Dog;Neutered Male;Male;Non-intact;7;months;month;0.583333333;Catahoula;Anatol Shepherd;FALSE;Brown;Merle;;
Adoption;Cat;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Domestic Shorthair ;;TRUE;Calico;;;
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Catahoula ;;TRUE;Blue;Merle;White;
Adoption;Cat;Spayed Female;Female;Non-intact;4;months;month;0.333333333;Domestic Shorthair ;;TRUE;Calico;;;
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Miniature Schnauzer;Miniature Poodle;FALSE;Black;;;
Transfer;Dog;Intact Female;Female;Intact;1;year;year;1;Chihuahua Shorthair ;;TRUE;Yellow;;;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Anatol Shepherd ;;TRUE;Red;;Tan;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;10;years;year;10;Shih Tzu;;FALSE;Black;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Pit Bull ;;TRUE;Brown;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;9;months;month;0.75;Boxer ;;TRUE;Black;;White;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;15;years;year;15;Cardigan Welsh Corgi;Rat Terrier;FALSE;White;;Tan;
Adoption;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Australian Cattle Dog;;FALSE;White;;Black;
Adoption;Dog;Spayed Female;Female;Non-intact;5;years;year;5;Pit Bull ;;TRUE;Tan;;White;
Return_to_owner;Dog;Intact Male;Male;Intact;2;years;year;2;Pit Bull ;;TRUE;Brown;Brindle;;
Adoption;Cat;Spayed Female;Female;Non-intact;7;months;month;0.583333333;Domestic Shorthair ;;TRUE;Orange;Tabby;White;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Border Collie ;;TRUE;White;;Black;
Transfer;Cat;Intact Female;Female;Intact;1;week;week;0.019230769;Domestic Shorthair ;;TRUE;Calico;;;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Australian Shepherd ;;TRUE;Brown;;Tan;
Adoption;Cat;Intact Male;Male;Intact;1;month;month;0.083333333;Domestic Shorthair ;;TRUE;Orange;Tabby;;
Transfer;Dog;Intact Female;Female;Intact;2;months;month;0.166666667;German Shepherd;Labrador Retriever;FALSE;Brown;;;
Adoption;Cat;Neutered Male;Male;Non-intact;3;months;month;0.25;Manx ;;TRUE;Black;;;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;5;years;year;5;Chihuahua Shorthair ;;TRUE;Blue;;Cream;
Transfer;Cat;Neutered Male;Male;Non-intact;1;year;year;1;Domestic Medium Hair ;;TRUE;Black;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;Miniature Schnauzer ;;TRUE;White;;Buff;
Adoption;Dog;Spayed Female;Female;Non-intact;1;month;month;0.083333333;German Shepherd ;;TRUE;Black;;Brown;
Adoption;Dog;Spayed Female;Female;Non-intact;1;year;year;1;Miniature Poodle ;;TRUE;Cream;;;
Transfer;Dog;Intact Female;Female;Intact;6;years;year;6;Chihuahua Shorthair ;;TRUE;Tan;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Australian Cattle Dog;Cardigan Welsh Corgi;FALSE;Blue;Merle;;
Transfer;Dog;Neutered Male;Male;Non-intact;5;months;month;0.416666667;Dalmatian ;;TRUE;White;;Black;
Transfer;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Pit Bull ;;TRUE;Black;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Pit Bull ;;TRUE;White;;Brown;
Transfer;Dog;Intact Female;Female;Intact;11;months;month;0.916666667;Bull Terrier ;;TRUE;White;;Brown;Brindle
Adoption;Dog;Neutered Male;Male;Non-intact;2;months;month;0.166666667;German Shepherd ;;TRUE;Brown;;Black;
Return_to_owner;Dog;Neutered Male;Male;Non-intact;9;years;year;9;Labrador Retriever ;;TRUE;Black;;;
Return_to_owner;Dog;Spayed Female;Female;Non-intact;2;years;year;2;Staffordshire ;;TRUE;Tan;;;
Adoption;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Chihuahua Shorthair ;;TRUE;Tan;;White;
Adoption;Dog;Neutered Male;Male;Non-intact;4;years;year;4;Miniature Poodle ;;TRUE;Black;;;
Transfer;Cat;Spayed Female;Female;Non-intact;2;years;year;2;Domestic Longhair ;;TRUE;Black;;;
Euthanasia;Dog;Spayed Female;Female;Non-intact;14;years;year;14;Chihuahua Shorthair ;;TRUE;Chocolate;;;
Adoption;Cat;Spayed Female;Female;Non-intact;3;months;month;0.25;Domestic Shorthair ;;TRUE;Tortie;;;
Adoption;Cat;Neutered Male;Male;Non-intact;4;months;month;0.333333333;Domestic Shorthair ;;TRUE;Black;;;
Euthanasia;Cat;Unknown;Unknown;Unknown;1;month;month;0.083333333;Domestic Shorthair ;;TRUE;Black;;;
Transfer;Cat;Intact Female;Female;Intact;3;weeks;week;0.057692308;Domestic Shorthair ;;TRUE;Black;;White;
Adoption;Dog;Spayed Female;Female;Non-intact;8;months;month;0.666666667;Pit Bull;Queensland Heeler;FALSE;Brown;Brindle;White;
Transfer;Dog;Intact Male;Male;Intact;3;years;year;3;Catahoula ;;TRUE;Brown;Merle;;
Transfer;Dog;Intact Male;Male;Intact;2;months;month;0.166666667;Chihuahua Shorthair ;;TRUE;Black;;White;
Euthanasia;Dog;Neutered Male;Male;Non-intact;1;year;year;1;Border Collie ;;TRUE;Black;;White;
